master_individual_id,swid,customer_id,email_address,marketing_effort_key,template_key,title,first_name,middle_initial,last_name,gender,birthday,geography_key,age,facebook_connect_flg,employee_flg,registration_date,registration_affiliate_name,marketing_effort_code_key,registration_flg,affluence,affluent_suburbia,numzip,tenure,postal_code,country,state_province,state_abbreviation,city,dma_code,dma_name,msa_name,age_range,ethnic_code,ethnic_group,ethnic_group_cd,household_income,aerobic_exercise_ind,assimilation_cd,cable_tv_ind,child_age_0to2_present,child_age_3to5_present,child_age_6to10_present,child_age_11to15_present,child_age_16to17_present,card_holder,gas_department_retail_card_holder,travel_entertainment_card_holder,premium_card_holder,dwelling_type_cd,first_individual_age_range_cd,first_individual_education_cd,first_individual_gender_cd,first_individual_occ_cd,home_assessed_value_num,home_equity_available_cd,home_market_value_cd,home_owner_ind,own_rent,household_size_cd,international_travel_ind,investing_grouping_ind,length_of_residence_cd,likely_investors_ind,marital_status,net_worth_cd,number_of_adults,number_of_children,personal_investments_ind,children_present,running_exercise_ind,satellite_dish_tv_ind,second_individual_age_range_cd,second_individual_education_cd,second_individual_gender_cd,stocks_bonds_investment_ind,vacation_travel_rv_ind,vacation_travel_us_ind
xklBEBz,Ann Chong,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,Timothy,Ann Chong,Ann Chong,Female,7/21/2018,58.1,1.49,Nunavut,xklBEBz,,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,xklBEBz,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,xklBEBz,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,xklBEBz,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,xklBEBz,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,xklBEBz,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,xklBEBz,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,xklBEBz,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,xklBEBz,5894,abisgrove1j@cargocollective.com,58.1,1.49,Nunavut,xklBEBz,5894,abisgrove1j@cargocollective.com,58.1,F,MCpz82,SCas87,UHfw82
EBcEBjN,Ann Chong,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,Louis,Ann Chong,Ann Chong,Female,1/17/2018,80.48,4.5,Nunavut,EBcEBjN,,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,EBcEBjN,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,EBcEBjN,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,EBcEBjN,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,EBcEBjN,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,EBcEBjN,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,EBcEBjN,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,EBcEBjN,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,EBcEBjN,5894,bdurrance1k@craigslist.org,80.48,4.5,Nunavut,EBcEBjN,5894,bdurrance1k@craigslist.org,80.48,M,NCgr29,QBeq91,EHib20
QECeOak,Joy Bell,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,Caroline,Joy Bell,Joy Bell,Male,10/19/2017,92.23,39.61,Nunavut,QECeOak,,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,QECeOak,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,QECeOak,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,QECeOak,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,QECeOak,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,QECeOak,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,QECeOak,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,QECeOak,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,QECeOak,5925,mmccreary1l@google.com,92.23,39.61,Nunavut,QECeOak,5925,mmccreary1l@google.com,92.23,F,UMnp22,PLqt53,ETqe51
kmgzAvH,Joy Bell,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,Betty,Joy Bell,Joy Bell,Female,5/24/2018,85.99,0.99,Nunavut,kmgzAvH,,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,kmgzAvH,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,kmgzAvH,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,kmgzAvH,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,kmgzAvH,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,kmgzAvH,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,kmgzAvH,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,kmgzAvH,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,kmgzAvH,5925,eaiken1m@umich.edu,85.99,0.99,Nunavut,kmgzAvH,5925,eaiken1m@umich.edu,85.99,F,YHbu74,XNtg92,JKwc42
ycTsSlC,Skye Norling,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,Pearl,Skye Norling,Skye Norling,Female,8/20/2017,11.48,5.43,Nunavut,ycTsSlC,,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,ycTsSlC,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,ycTsSlC,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,ycTsSlC,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,ycTsSlC,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,ycTsSlC,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,ycTsSlC,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,ycTsSlC,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,ycTsSlC,6016,atribble1n@feedburner.com,11.48,5.43,Nunavut,ycTsSlC,6016,atribble1n@feedburner.com,11.48,M,UXhd70,BSfz62,FWkr14
FWxqtJh,Barry Weirich,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,Manuel,Barry Weirich,Barry Weirich,Female,10/14/2017,1637.53,24.49,Nunavut,FWxqtJh,,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,FWxqtJh,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,FWxqtJh,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,FWxqtJh,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,FWxqtJh,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,FWxqtJh,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,FWxqtJh,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,FWxqtJh,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,FWxqtJh,6116,telsbury1o@springer.com,1637.53,24.49,Nunavut,FWxqtJh,6116,telsbury1o@springer.com,1637.53,F,QBfo56,ZQhu42,ZTpv53
INRhVDf,Grant Carroll,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,Jorge,Grant Carroll,Grant Carroll,Male,11/22/2017,6.48,6.65,Nunavut,INRhVDf,,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,INRhVDf,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,INRhVDf,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,INRhVDf,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,INRhVDf,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,INRhVDf,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,INRhVDf,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,INRhVDf,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,INRhVDf,6182,gremer1p@microsoft.com,6.48,6.65,Nunavut,INRhVDf,6182,gremer1p@microsoft.com,6.48,F,JAmj27,XMzc74,BPex92
rNJCpYE,Grant Carroll,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,Callie,Grant Carroll,Grant Carroll,Female,3/21/2018,6.48,7.86,Nunavut,rNJCpYE,,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,rNJCpYE,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,rNJCpYE,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,rNJCpYE,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,rNJCpYE,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,rNJCpYE,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,rNJCpYE,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,rNJCpYE,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,rNJCpYE,6182,ucazereau1q@hugedomains.com,6.48,7.86,Nunavut,rNJCpYE,6182,ucazereau1q@hugedomains.com,6.48,F,TUum05,YFie76,KWzl01
ntfFLua,Adrian Hane,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,Helena,Adrian Hane,Adrian Hane,Female,10/14/2017,28.15,8.99,Nunavut,ntfFLua,,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,ntfFLua,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,ntfFLua,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,ntfFLua,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,ntfFLua,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,ntfFLua,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,ntfFLua,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,ntfFLua,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,ntfFLua,6535,vcornish1r@narod.ru,28.15,8.99,Nunavut,ntfFLua,6535,vcornish1r@narod.ru,28.15,F,GZet57,ORtw79,KBow18
tdrTUdp,Skye Norling,6884,lextill1s@un.org,4.98,4.75,Nunavut,Dustin,Skye Norling,Skye Norling,Male,1/28/2018,4.98,4.75,Nunavut,tdrTUdp,,6884,lextill1s@un.org,4.98,4.75,Nunavut,tdrTUdp,6884,lextill1s@un.org,4.98,4.75,Nunavut,tdrTUdp,6884,lextill1s@un.org,4.98,4.75,Nunavut,tdrTUdp,6884,lextill1s@un.org,4.98,4.75,Nunavut,tdrTUdp,6884,lextill1s@un.org,4.98,4.75,Nunavut,tdrTUdp,6884,lextill1s@un.org,4.98,4.75,Nunavut,tdrTUdp,6884,lextill1s@un.org,4.98,4.75,Nunavut,tdrTUdp,6884,lextill1s@un.org,4.98,4.75,Nunavut,tdrTUdp,6884,lextill1s@un.org,4.98,4.75,Nunavut,tdrTUdp,6884,lextill1s@un.org,4.98,F,BNmt42,OPjg18,KBzu73
hgqZgEr,Skye Norling,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,Carlos,Skye Norling,Skye Norling,Male,07-06-18,6.35,1.02,Nunavut,hgqZgEr,,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,hgqZgEr,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,hgqZgEr,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,hgqZgEr,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,hgqZgEr,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,hgqZgEr,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,hgqZgEr,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,hgqZgEr,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,hgqZgEr,6884,stadgell1t@pen.io,6.35,1.02,Nunavut,hgqZgEr,6884,stadgell1t@pen.io,6.35,M,FKtg01,MYtq21,KQac25
pdLykld,Andrew Gjertsen,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,Jean,Andrew Gjertsen,Andrew Gjertsen,Female,07-11-18,10.9,7.46,Nunavut,pdLykld,,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,pdLykld,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,pdLykld,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,pdLykld,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,pdLykld,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,pdLykld,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,pdLykld,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,pdLykld,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,pdLykld,6916,amutch1u@wikia.com,10.9,7.46,Nunavut,pdLykld,6916,amutch1u@wikia.com,10.9,F,RJrt31,BWjb78,LUpl47
WcQEYrX,Ralph Knight,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,Estelle,Ralph Knight,Ralph Knight,Male,9/13/2017,7.3,7.72,Nunavut,WcQEYrX,,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,WcQEYrX,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,WcQEYrX,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,WcQEYrX,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,WcQEYrX,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,WcQEYrX,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,WcQEYrX,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,WcQEYrX,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,WcQEYrX,6980,brealy1v@wiley.com,7.3,7.72,Nunavut,WcQEYrX,6980,brealy1v@wiley.com,7.3,F,YFwx51,SRfb77,VUjo22
UBeCvSc,Dorothy Wardle,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,Adrian,Dorothy Wardle,Dorothy Wardle,Male,2/14/2018,39.48,1.99,Nunavut,UBeCvSc,,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,UBeCvSc,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,UBeCvSc,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,UBeCvSc,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,UBeCvSc,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,UBeCvSc,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,UBeCvSc,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,UBeCvSc,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,UBeCvSc,6982,ldelacoste1w@house.gov,39.48,1.99,Nunavut,UBeCvSc,6982,ldelacoste1w@house.gov,39.48,M,JWin68,MVbr84,AJzs16
uJmlFVw,Dorothy Wardle,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,Addie,Dorothy Wardle,Dorothy Wardle,Male,7/28/2018,100.98,57.38,Nunavut,uJmlFVw,,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,uJmlFVw,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,uJmlFVw,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,uJmlFVw,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,uJmlFVw,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,uJmlFVw,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,uJmlFVw,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,uJmlFVw,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,uJmlFVw,6982,tcornbill1x@t.co,100.98,57.38,Nunavut,uJmlFVw,6982,tcornbill1x@t.co,100.98,M,NRbh34,KRqn38,CQng09
sHYmRWO,Dorothy Wardle,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,Bernice,Dorothy Wardle,Dorothy Wardle,Male,05-05-18,19.98,10.49,Nunavut,sHYmRWO,,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,sHYmRWO,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,sHYmRWO,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,sHYmRWO,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,sHYmRWO,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,sHYmRWO,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,sHYmRWO,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,sHYmRWO,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,sHYmRWO,6982,ekempe1y@blogs.com,19.98,10.49,Nunavut,sHYmRWO,6982,ekempe1y@blogs.com,19.98,F,MDby76,FHbo38,FScz26
iNhUjwP,Grant Carroll,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,Mollie,Grant Carroll,Grant Carroll,Female,10/17/2017,276.2,24.49,Nunavut,iNhUjwP,,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,iNhUjwP,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,iNhUjwP,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,iNhUjwP,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,iNhUjwP,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,iNhUjwP,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,iNhUjwP,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,iNhUjwP,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,iNhUjwP,7110,hbosworth1z@theglobeandmail.com,276.2,24.49,Nunavut,iNhUjwP,7110,hbosworth1z@theglobeandmail.com,276.2,M,JVza46,HEqs54,MCgk98
xVUmajp,Barry Weirich,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,Earl,Barry Weirich,Barry Weirich,Male,03-08-18,15.67,1.39,Nunavut,xVUmajp,,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,xVUmajp,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,xVUmajp,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,xVUmajp,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,xVUmajp,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,xVUmajp,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,xVUmajp,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,xVUmajp,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,xVUmajp,7430,gburstow20@seattletimes.com,15.67,1.39,Nunavut,xVUmajp,7430,gburstow20@seattletimes.com,15.67,M,ZBmo06,LKev02,GBep53
WbdSnLC,Beth Paige,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,Katie,Beth Paige,Beth Paige,Female,2/26/2018,25.98,5.37,Nunavut,WbdSnLC,,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,WbdSnLC,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,WbdSnLC,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,WbdSnLC,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,WbdSnLC,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,WbdSnLC,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,WbdSnLC,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,WbdSnLC,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,WbdSnLC,7906,lmaddie21@skype.com,25.98,5.37,Nunavut,WbdSnLC,7906,lmaddie21@skype.com,25.98,M,CSvo13,WPyk98,MDxb42
iZeZwSP,Sylvia Foulston,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,Pearl,Sylvia Foulston,Sylvia Foulston,Male,10-03-17,300.98,64.73,Nunavut,iZeZwSP,,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,iZeZwSP,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,iZeZwSP,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,iZeZwSP,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,iZeZwSP,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,iZeZwSP,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,iZeZwSP,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,iZeZwSP,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,iZeZwSP,8391,cellicombe22@privacy.gov.au,300.98,64.73,Nunavut,iZeZwSP,8391,cellicombe22@privacy.gov.au,300.98,F,PVls04,VQtn49,GMdu12
FzrVZsQ,Nicole Hansen,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,Herbert,Nicole Hansen,Nicole Hansen,Female,8/27/2017,19.98,5.97,Nunavut,FzrVZsQ,,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,FzrVZsQ,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,FzrVZsQ,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,FzrVZsQ,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,FzrVZsQ,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,FzrVZsQ,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,FzrVZsQ,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,FzrVZsQ,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,FzrVZsQ,8419,jelphey23@howstuffworks.com,19.98,5.97,Nunavut,FzrVZsQ,8419,jelphey23@howstuffworks.com,19.98,M,NTsw12,ZNdu15,PFwf22
dEwGlLY,Nicole Hansen,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,Richard,Nicole Hansen,Nicole Hansen,Male,12-10-17,6.48,7.03,Nunavut,dEwGlLY,,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,dEwGlLY,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,dEwGlLY,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,dEwGlLY,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,dEwGlLY,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,dEwGlLY,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,dEwGlLY,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,dEwGlLY,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,dEwGlLY,8419,bstrettle24@wikispaces.com,6.48,7.03,Nunavut,dEwGlLY,8419,bstrettle24@wikispaces.com,6.48,F,GHsw58,YAqu83,PEea06
bgIFMVB,Nicole Hansen,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,Mina,Nicole Hansen,Nicole Hansen,Female,6/28/2018,80.98,35,Nunavut,bgIFMVB,,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,bgIFMVB,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,bgIFMVB,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,bgIFMVB,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,bgIFMVB,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,bgIFMVB,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,bgIFMVB,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,bgIFMVB,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,bgIFMVB,8833,bgareisr25@shinystat.com,80.98,35,Nunavut,bgIFMVB,8833,bgareisr25@shinystat.com,80.98,F,QIsd22,QGoa32,XUgv60
tcYATsi,Beth Paige,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,Jeffrey,Beth Paige,Beth Paige,Male,12/30/2017,1.88,1.49,Nunavut,tcYATsi,,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,tcYATsi,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,tcYATsi,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,tcYATsi,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,tcYATsi,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,tcYATsi,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,tcYATsi,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,tcYATsi,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,tcYATsi,8995,slangstaff26@oakley.com,1.88,1.49,Nunavut,tcYATsi,8995,slangstaff26@oakley.com,1.88,F,ZQex74,YPkg77,WDpl36
gfthFkl,Beth Paige,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,Chad,Beth Paige,Beth Paige,Female,05-09-18,6.48,5.86,Northwest Territories,gfthFkl,,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,gfthFkl,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,gfthFkl,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,gfthFkl,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,gfthFkl,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,gfthFkl,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,gfthFkl,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,gfthFkl,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,gfthFkl,8995,lescreet27@vimeo.com,6.48,5.86,Northwest Territories,gfthFkl,8995,lescreet27@vimeo.com,6.48,F,JWzd37,HQki76,APlq84
fyxptwh,Beth Paige,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,Eugene,Beth Paige,Beth Paige,Female,1/25/2018,102.3,21.26,Northwest Territories,fyxptwh,,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,fyxptwh,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,fyxptwh,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,fyxptwh,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,fyxptwh,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,fyxptwh,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,fyxptwh,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,fyxptwh,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,fyxptwh,8995,mrumbellow28@goo.ne.jp,102.3,21.26,Northwest Territories,fyxptwh,8995,mrumbellow28@goo.ne.jp,102.3,F,WKjo92,GNmf96,YSgo83
PXUFCoI,Beth Paige,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,Beulah,Beth Paige,Beth Paige,Female,10-09-17,6.48,8.19,Northwest Territories,PXUFCoI,,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,PXUFCoI,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,PXUFCoI,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,PXUFCoI,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,PXUFCoI,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,PXUFCoI,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,PXUFCoI,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,PXUFCoI,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,PXUFCoI,8995,dramas29@loc.gov,6.48,8.19,Northwest Territories,PXUFCoI,8995,dramas29@loc.gov,6.48,F,WLzy00,COjx13,NTwh37
